OBJECTID_1,OBJECTID,ample_ID,ample_ID.1,Easting_ITM,Northing_ITM,Cu_mgkg_ICPar,Fe___ICPar,S___ICPar,Zn_mgkg_ICPar,Ag_mgkg_ICPar,As_mgkg_ICPar,Hg_mgkg_ICPar,Pb_mgkg_ICPar,Te_mgkg_ICPar,Au_mgkg_ICPar,Cs_mgkg_ICPar,Pd_mgkg_ICPar
8047,8047,614441,614362,628875.57,759429.3,13.9,2.2,0.07,110.0,0.073,11.45,0.094,25.6,0.015,0.0004,1.83,0.0005
8048,8048,614442,614363,622376.03,768593.36,20.7,1.245,0.1,64.8,0.155,4.4,0.205,20.7,0.025,0.0007,1.285,0.0005
8049,8049,614443,614364,616968.15,758958.46,8.16,0.761,0.24,40.9,0.057,5.18,0.106,13.6,0.01,0.0001,0.345,0.0005
8050,8050,614444,614365,654638.95,754294.26,32.8,2.34,0.07,192.0,0.176,10.55,0.079,20.0,0.033,0.0008,0.681,0.0005
8051,8051,614445,614366,617580.86,726765.4,13.9,2.05,0.06,89.6,0.095,16.1,0.11,24.9,0.022,0.0002,1.645,0.0005
8052,8052,614446,614367,537174.38,741376.67,14.9,1.85,0.07,93.4,0.175,8.46,0.078,24.1,0.019,0.0007,1.09,0.002
8053,8053,614447,614368,632869.89,787674.19,19.7,2.14,0.1,32.6,0.05,7.86,0.117,13.05,0.01,0.0004,0.608,0.001
8054,8054,614448,614369,616823.34,785074.85,23.0,2.62,0.06,59.1,0.056,5.76,0.082,15.85,0.023,0.0004,0.704,0.0005
8055,8055,614449,614370,616752.09,739178.73,12.75,3.12,0.06,109.5,0.073,9.54,0.079,23.9,0.026,0.0002,1.515,0.0005
8056,8056,614450,614372,616807.14,751434.08,22.4,3.14,0.06,133.0,0.088,8.66,0.082,22.9,0.078,0.0004,1.565,0.001
8057,8057,614451,614373,616635.1,734694.69,12.7,1.94,0.14,45.3,0.029,3.38,0.052,18.8,0.021,0.0005,0.81,0.001
8058,8058,614452,614374,626857.03,763191.5,2.07,0.048,0.3,9.8,0.032,1.41,0.063,283.0,0.005,0.0005,0.026,0.0005
8059,8059,614453,614375,631379.05,763128.49,21.7,2.1,0.05,109.5,0.115,7.64,0.074,15.8,0.036,0.0008,0.936,0.0005
8060,8060,614454,614376,618786.8,767337.65,11.25,1.71,0.06,76.9,0.14,9.01,0.087,28.5,0.013,0.0005,1.19,0.001
8061,8061,614455,614377,617519.05,763084.57,10.75,1.74,0.04,82.4,0.117,9.09,0.089,21.6,0.013,0.0005,0.934,0.0005
8062,8062,614456,614378,615520.3,726482.47,1.05,0.048,0.3,21.8,0.009,0.64,0.048,5.34,0.003,0.0001,0.015,0.001
8063,8063,614457,614379,628335.71,763145.5,13.45,1.895,0.03,86.3,0.097,5.4,0.059,16.55,0.025,0.0007,0.898,0.0005
8064,8064,614458,614380,681368.53,795570.2,25.1,4.11,0.02,67.8,0.064,9.73,0.036,38.9,0.023,0.0013,1.35,0.0005
8065,8065,614460,614381,625474.36,769330.18,16.65,1.175,0.04,37.7,0.098,4.57,0.053,12.9,0.012,0.0001,0.649,0.0005
8066,8066,614461,614382,621247.25,764814.18,50.3,1.505,0.55,166.5,0.144,6.88,0.232,19.3,0.029,0.0014,0.363,0.004
8067,8067,614463,614383,619030.59,736578.28,2.57,0.118,0.2,12.4,0.01,0.89,0.069,8.35,0.0015,0.0001,0.035,0.0005
8068,8068,614464,614384,628749.57,754666.32,17.25,2.23,0.04,104.0,0.082,10.9,0.069,23.5,0.029,0.0007,1.025,0.0005
8069,8069,614465,614385,620763.3,754909.31,12.95,1.285,0.52,36.6,0.049,3.52,0.122,11.75,0.011,0.0002,0.535,0.001
8070,8070,614466,614386,649313.14,759309.21,23.2,1.225,0.02,106.0,0.111,9.0,0.091,18.25,0.019,0.0009,0.442,0.0005
8071,8071,614468,614388,615234.36,724632.87,14.85,2.08,0.05,119.0,0.084,18.15,0.117,37.3,0.018,0.0003,0.945,0.0005
8072,8072,614469,614389,628946.59,765098.07,12.1,1.365,0.02,67.4,0.104,4.37,0.046,12.05,0.015,0.0001,0.734,0.001
8073,8073,614470,614390,645065.95,740951.2,23.4,1.97,0.02,120.0,0.13,10.2,0.149,19.5,0.032,0.0014,0.703,0.0005
8074,8074,614471,614392,688789.91,790896.16,36.3,3.22,0.02,101.5,0.132,11.75,0.068,25.4,0.034,0.0009,0.804,0.0005
8075,8075,614472,614393,620844.31,758530.53,19.3,2.8,0.03,97.5,0.082,7.74,0.058,24.2,0.023,0.0002,1.31,0.0005
8076,8076,614473,614394,675450.37,741483.92,30.3,1.705,0.03,133.0,0.147,9.73,0.112,24.4,0.027,0.0009,0.514,0.0005
8077,8077,614474,614395,631051.11,761131.92,20.1,2.4,0.04,169.5,0.074,11.75,0.068,35.6,0.023,0.0005,1.23,0.0005
8078,8078,614475,614396,618424.85,762820.62,9.9,1.45,0.04,72.9,0.123,6.53,0.109,27.3,0.012,0.0005,1.01,0.0005
8079,8079,614477,614397,617437.03,755318.24,14.6,1.875,0.03,79.2,0.085,6.73,0.084,20.9,0.018,0.0001,1.0,0.0005
8080,8080,614478,614398,618871.64,740971.33,17.25,1.125,0.05,82.2,0.169,5.71,0.247,23.2,0.029,0.0007,0.777,0.0005
8081,8081,614479,614399,615081.53,752743.81,29.1,2.95,0.04,147.5,0.141,9.68,0.099,30.6,0.09,0.0018,0.992,0.001
8082,8082,614480,614400,613201.8,723214.19,23.3,2.3,0.02,140.0,0.077,14.5,0.112,29.9,0.029,0.0012,1.6,0.0005
8083,8083,614481,614401,619644.56,757553.75,14.45,1.99,0.04,93.0,0.111,8.29,0.089,22.6,0.019,0.0007,0.775,0.0005
8084,8084,614482,614402,619097.87,788594.07,13.1,1.27,0.02,29.9,0.046,4.66,0.061,14.15,0.008,0.0006,1.22,0.001
8085,8085,614483,614403,614283.59,729309.87,17.35,2.15,0.05,96.7,0.087,13.65,0.099,41.5,0.025,0.0002,1.095,0.0005
8086,8086,614485,614404,621043.31,767225.66,13.1,2.09,0.03,184.0,0.153,11.7,0.267,45.2,0.014,0.0003,0.924,0.0005
8087,8087,614486,614405,541228.5,741031.72,8.89,2.23,0.06,40.7,0.084,10.55,0.079,17.25,0.008,0.0003,0.931,0.0005
8088,8088,614487,614406,616867.22,767119.71,34.4,1.795,0.05,48.4,0.073,5.28,0.131,13.7,0.016,0.0018,1.385,0.0005
8089,8089,614489,614408,616477.27,761594.9,10.85,1.63,0.03,113.5,0.099,17.0,0.073,32.1,0.013,0.0004,1.165,0.0005
8090,8090,614490,614409,615439.38,739083.75,56.0,2.94,0.04,165.5,0.088,14.45,0.1,26.5,0.04,0.0006,1.15,0.0005
8091,8091,614491,614410,622620.84,742978.88,12.75,2.36,0.03,133.5,0.124,9.47,0.073,34.8,0.02,0.0003,1.35,0.0005
8092,8092,614492,614411,613042.96,751012.19,22.0,2.33,0.04,140.5,0.114,13.85,0.06,28.6,0.041,0.0006,1.06,0.0005
8093,8093,614493,614412,625168.44,770384.96,13.4,1.305,0.03,70.8,0.107,4.01,0.047,15.5,0.012,0.0002,1.095,0.001
8094,8094,614494,614414,613331.94,758414.6,16.2,1.755,0.04,91.3,0.097,8.12,0.061,20.0,0.026,0.0004,0.675,0.0005
8095,8095,614495,614415,615046.43,731671.35,21.2,3.97,0.02,144.0,0.071,19.05,0.103,59.7,0.028,0.0006,1.28,0.0005
8096,8096,614496,614416,588911.07,719332.14,17.45,1.865,0.02,78.1,0.066,8.16,0.073,14.9,0.031,0.0006,0.635,0.0005
8097,8097,614497,614417,617377.05,757426.79,3.8,1.155,0.04,33.4,0.058,6.69,0.05,13.45,0.012,0.0001,0.69,0.0005
8098,8098,614498,614418,619517.61,761017.01,17.5,1.14,0.07,86.2,0.139,6.67,0.082,25.4,0.01,0.0006,0.721,0.0005
8099,8099,614499,614419,617143.28,787221.38,11.3,0.698,0.05,19.7,0.044,4.4,0.048,12.7,0.007,0.0002,1.09,0.0005
8100,8100,614500,614420,626920.97,754950.27,33.5,2.91,0.04,115.5,0.088,8.01,0.048,24.7,0.025,0.0005,1.145,0.001
8101,8101,614501,614421,633290.73,778477.17,14.25,1.955,0.04,66.5,0.095,5.67,0.058,13.95,0.019,0.0004,0.707,0.001
8102,8102,614502,614422,628613.73,777022.51,12.35,2.31,0.04,71.1,0.077,7.59,0.062,13.75,0.016,0.0001,0.473,0.0005
8103,8103,614503,614424,623119.67,730636.54,2.13,0.049,0.32,19.5,0.018,1.38,0.055,39.5,0.004,0.0002,0.032,0.001
8104,8104,614504,614425,612614.91,718690.17,1.7,0.133,0.29,15.6,0.016,1.6,0.071,23.3,0.004,0.0001,0.022,0.001
8105,8105,614505,614426,635230.29,775121.88,11.2,1.3,0.05,57.7,0.078,3.62,0.063,12.75,0.013,0.0006,0.547,0.0005
8106,8106,614506,614427,620939.15,731402.38,17.1,1.625,0.06,69.3,0.087,16.4,0.097,19.25,0.02,0.0004,0.678,0.0005
8107,8107,614507,614429,630565.25,767199.61,14.8,1.585,0.03,70.8,0.096,5.91,0.047,13.55,0.02,0.0005,0.622,0.001
8108,8108,614508,614430,629024.63,774632.02,2.92,0.065,0.34,28.7,0.036,2.77,0.109,32.2,0.008,0.0003,0.034,0.001
8109,8109,614510,614431,642300.61,751300.98,12.35,0.342,0.95,27.1,0.042,2.65,0.109,16.65,0.006,0.0006,0.078,0.0005
8110,8110,614512,614432,618754.63,733552.93,1.99,0.087,0.34,13.7,0.019,1.71,0.071,17.15,0.006,0.0002,0.033,0.0005
8111,8111,614513,614433,636729.92,768428.31,2.16,0.047,0.25,46.5,0.017,1.19,0.054,12.2,0.004,0.0002,0.028,0.0005
8112,8112,614514,614434,509468.31,731465.97,4.94,0.036,0.55,21.5,0.01,0.91,0.057,10.15,0.004,0.0002,0.016,0.0005
8113,8113,614515,614435,613000.81,714901.98,27.8,1.285,0.07,55.6,0.127,6.24,0.156,27.7,0.037,0.0014,0.761,0.0005
8114,8114,614516,614436,620948.13,728915.92,17.05,1.81,0.04,76.0,0.119,6.92,0.092,26.6,0.026,0.0006,1.165,0.001
8115,8115,614517,614437,628776.45,733442.9,18.4,2.15,0.04,112.0,0.105,10.7,0.06,26.3,0.029,0.0004,1.05,0.001
8116,8116,614518,614438,681458.48,791453.09,35.5,4.39,0.06,91.6,0.058,5.16,0.055,18.0,0.019,0.0004,1.23,0.001
8117,8117,614520,614439,631459.1,774508.03,16.2,1.81,0.04,89.5,0.095,7.48,0.063,18.35,0.02,0.0004,0.538,0.0005
8118,8118,614521,614440,657231.13,707101.47,16.5,1.73,0.04,84.8,0.098,8.29,0.065,22.3,0.021,0.0005,0.659,0.0005
8119,8119,614523,614441,555297.56,764760.56,11.6,0.865,0.03,31.3,0.084,4.93,0.042,13.05,0.007,0.0001,0.519,0.0005
8120,8120,614524,614442,618780.61,730541.58,24.8,2.32,0.04,104.0,0.1,13.55,0.123,27.3,0.024,0.0008,1.375,0.0005
8121,8121,614525,614443,629203.64,781547.53,24.3,2.86,0.03,113.0,0.101,9.41,0.05,17.55,0.039,0.0004,1.405,0.0005
8122,8122,614526,614444,539165.84,707168.0,13.1,1.115,0.04,50.7,0.147,11.3,0.046,15.25,0.01,0.0003,0.887,0.0005
8123,8123,614527,614445,624974.39,754959.28,12.0,2.57,0.04,75.9,0.066,4.84,0.062,17.75,0.021,0.0005,0.966,0.0005
8124,8124,614528,614446,622823.78,741419.21,16.85,2.81,0.04,125.0,0.13,11.5,0.108,35.9,0.036,0.0006,1.39,0.0005
8125,8125,614529,614447,622764.79,739231.68,24.2,2.16,0.03,112.0,0.127,11.5,0.095,34.9,0.026,0.0005,1.365,0.0005
8126,8126,614530,614448,633474.65,773000.35,14.5,1.635,0.03,71.7,0.093,5.29,0.061,15.95,0.02,0.0003,0.606,0.001
8127,8127,614531,614449,627449.01,780937.67,24.0,2.42,0.03,81.2,0.062,7.39,0.073,14.2,0.027,0.0007,0.756,0.0005
8128,8128,614532,614450,630516.24,764448.21,15.45,2.29,0.03,105.0,0.135,6.52,0.078,16.75,0.03,0.0005,0.983,0.0005
8129,8129,614533,614451,623008.72,736885.19,12.65,1.59,0.04,75.4,0.093,8.1,0.086,34.2,0.015,0.0004,1.43,0.0005
8130,8130,614534,614452,640570.91,738903.67,20.8,2.01,0.03,112.5,0.113,9.49,0.087,21.3,0.032,0.0006,0.816,0.0005
8131,8131,614535,614453,630766.34,787277.29,42.5,3.87,0.03,74.5,0.047,5.07,0.048,11.85,0.011,0.0001,1.18,0.0005
8132,8132,614536,614454,620798.16,726998.33,8.62,1.145,0.13,34.3,0.023,11.85,0.098,4.69,0.007,0.0003,0.59,0.0005
8133,8133,614537,614455,625416.16,728946.89,5.32,0.912,0.03,43.9,0.061,5.83,0.048,14.5,0.013,0.0001,1.165,0.0005
8134,8134,614539,614456,636629.01,778810.08,21.9,2.84,0.03,74.7,0.059,5.56,0.062,13.5,0.02,0.0007,1.035,0.0005
8135,8135,614540,614457,641444.84,759406.23,27.6,0.916,0.02,43.1,0.15,6.3,0.139,21.0,0.012,0.0005,0.545,0.001
8136,8136,614541,614458,620686.25,740897.34,15.15,2.02,0.28,69.4,0.111,17.0,0.101,60.8,0.026,0.0004,0.793,0.0005
8137,8137,614542,614460,635595.17,768758.25,15.45,1.61,0.02,72.1,0.092,5.32,0.052,14.9,0.021,0.0004,0.728,0.0005
8138,8138,614543,614461,642281.58,746549.0,17.75,1.535,0.06,143.0,0.217,8.41,0.11,20.8,0.033,0.001,0.568,0.001
8139,8139,614544,614463,634995.36,778630.12,15.5,2.37,0.04,77.8,0.082,6.11,0.047,15.0,0.02,0.0002,1.14,0.001
8140,8140,614545,614464,628471.49,728461.98,15.25,1.625,0.22,67.8,0.071,15.35,0.082,19.3,0.021,0.0002,0.669,0.0005
8141,8141,614547,614465,626450.94,731157.41,21.5,2.63,0.02,136.5,0.102,15.25,0.144,33.0,0.028,0.0004,1.52,0.0005
8142,8142,614548,614466,605019.67,743172.92,12.65,1.57,0.03,67.1,0.076,8.58,0.107,23.1,0.016,0.0008,1.025,0.0005
8143,8143,614549,614468,635123.36,781692.46,33.5,3.48,0.04,83.6,0.072,4.85,0.072,16.9,0.023,0.0008,1.41,0.0005
8144,8144,614550,614469,631136.2,779212.02,24.3,2.22,0.04,117.5,0.147,9.64,0.073,18.15,0.045,0.0004,0.79,0.0005
8145,8145,614551,614470,617502.83,715217.89,19.15,2.28,0.02,117.0,0.117,13.45,0.117,49.7,0.04,0.0005,2.17,0.0005
8146,8146,614552,614471,687191.94,754669.0,29.2,2.74,0.02,128.5,0.134,11.5,0.11,23.6,0.036,0.001,1.27,0.001
8147,8147,614553,614472,626692.88,729577.75,12.6,1.95,0.07,106.0,0.079,12.95,0.116,26.5,0.021,0.0004,1.225,0.0005
8148,8148,614554,614473,686772.34,790789.2,41.6,4.23,0.04,88.9,0.062,11.1,0.065,20.7,0.046,0.0012,1.145,0.0005
8149,8149,614555,614474,633058.73,771334.71,14.7,1.725,0.03,76.4,0.093,5.59,0.057,14.4,0.022,0.0004,0.764,0.0005
8150,8150,614557,614475,628624.77,783132.19,17.05,1.81,0.05,64.7,0.091,5.11,0.061,13.25,0.013,0.0006,0.93,0.0005
8151,8151,614558,614477,655362.56,711122.61,13.4,1.535,0.02,84.9,0.096,8.27,0.085,21.4,0.022,0.0007,1.06,0.0005
8152,8152,614559,614478,628560.49,731557.31,18.0,2.37,0.02,105.0,0.086,12.35,0.076,27.0,0.028,0.0004,1.34,0.0005
8153,8153,614560,614479,637095.93,781555.48,25.0,2.76,0.04,117.0,0.079,8.89,0.07,26.1,0.016,0.0006,2.08,0.0005
8154,8154,614561,614480,631511.15,783022.2,23.6,4.62,0.03,134.0,0.046,12.85,0.068,17.25,0.024,0.0005,1.025,0.0005
8155,8155,614562,614481,619119.52,727408.25,8.35,0.547,0.35,29.5,0.02,6.49,0.115,9.54,0.006,0.0003,0.392,0.0005
8156,8156,614563,614482,670956.34,741114.03,4.24,0.137,0.31,16.2,0.011,1.02,0.065,8.08,0.003,0.0004,0.03,0.0005
8157,8157,614565,614483,624537.53,762770.6,16.1,1.705,0.03,101.0,0.12,6.84,0.079,20.7,0.025,0.0005,1.2,0.0005
8158,8158,614566,614485,626713.19,783149.2,14.35,2.99,0.03,51.0,0.056,6.12,0.075,13.6,0.021,0.0008,0.773,0.0005
8159,8159,614567,614486,612536.98,733045.07,7.86,0.728,0.09,32.9,0.048,2.33,0.105,13.8,0.013,0.0003,0.706,0.0005
8160,8160,614568,614487,508788.46,732804.69,3.23,0.083,0.36,56.6,0.02,1.38,0.065,9.76,0.004,0.0002,0.018,0.0005
8161,8161,614569,614489,628738.72,778948.09,20.9,1.645,0.04,76.5,0.083,5.61,0.062,10.6,0.023,0.0003,0.665,0.0005
8162,8162,614570,614490,626571.9,726740.36,20.3,1.93,0.03,90.8,0.086,11.3,0.065,22.5,0.023,0.0004,1.01,0.0005
8163,8163,614571,614491,620574.25,737003.18,17.25,1.635,0.19,72.3,0.115,12.3,0.107,14.5,0.019,0.0004,0.518,0.0005
8164,8164,614572,614492,632882.76,769363.13,8.47,1.17,0.03,37.5,0.109,3.47,0.054,10.45,0.014,0.0003,0.633,0.0005
8165,8165,614573,614493,622896.73,732638.11,18.45,0.979,0.07,81.1,0.093,5.81,0.076,15.25,0.021,0.0005,0.73,0.0005
8166,8166,614574,614494,614424.57,733040.06,14.65,2.37,0.53,75.2,0.028,31.8,0.108,9.38,0.013,0.0002,0.299,0.0005
8167,8167,614575,614495,631069.15,768697.29,7.42,1.475,0.03,53.3,0.093,5.48,0.055,11.95,0.019,0.0008,0.633,0.0005
8168,8168,614577,614496,652891.33,753498.45,26.6,2.05,0.02,192.5,0.11,10.2,0.089,35.9,0.038,0.0037,0.846,0.0005
8169,8169,614578,614497,620992.14,733179.0,24.9,3.36,0.04,129.5,0.083,13.0,0.122,25.0,0.029,0.0007,1.085,0.0005
8170,8170,614579,614498,630985.25,781429.54,26.0,2.16,0.08,104.5,0.151,5.2,0.097,18.65,0.022,0.0012,1.61,0.001
8171,8171,614580,614499,637145.85,771554.64,11.2,1.67,0.03,61.4,0.083,4.6,0.048,12.8,0.017,0.0005,0.654,0.0005
8172,8172,614582,614500,627555.72,733574.88,17.65,2.23,0.03,129.5,0.116,11.85,0.083,45.4,0.03,0.0007,1.255,0.0005
8173,8173,614583,614501,630848.21,771438.7,1.44,0.104,0.25,15.2,0.028,1.27,0.054,246.0,0.004,0.0003,0.016,0.0005
8174,8174,614584,614502,633605.69,783131.16,32.2,2.81,0.03,55.2,0.024,2.91,0.093,7.85,0.031,0.0006,1.155,0.0005
8175,8175,614585,614503,625020.26,731553.33,14.55,2.09,0.11,119.5,0.098,15.4,0.115,34.5,0.025,0.0006,1.19,0.0005
8176,8176,614586,614504,626638.16,776932.54,20.1,1.16,0.22,37.5,0.067,3.54,0.12,11.05,0.015,0.0006,0.284,0.0005
8177,8177,614587,614505,624648.37,737318.09,24.4,2.57,0.03,126.0,0.11,11.3,0.098,30.5,0.031,0.0008,1.585,0.0005
8178,8178,614588,614506,632757.77,767332.57,14.15,1.45,0.03,70.7,0.121,4.88,0.04,13.75,0.018,0.0004,0.887,0.0005
8179,8179,614589,614507,622773.74,729194.85,12.75,1.925,0.03,93.1,0.086,12.3,0.069,26.4,0.02,0.0002,1.285,0.0005
8180,8180,614590,614508,626960.08,775285.89,19.05,2.39,0.03,112.0,0.083,5.63,0.065,15.4,0.037,0.0004,0.799,0.0005
8181,8181,614591,614510,612671.1,761563.93,17.65,1.98,0.05,87.6,0.075,9.83,0.074,23.7,0.02,0.0005,0.742,0.0005
8182,8182,614592,614512,632768.87,781600.5,17.6,4.0,0.03,114.0,0.057,8.74,0.053,17.3,0.02,0.0006,1.55,0.0005
8183,8183,614593,614513,618892.58,729226.86,3.12,0.54,0.75,8.5,0.01,3.98,0.083,5.44,0.006,0.0001,0.072,0.0005
8184,8184,614594,614514,507362.77,732508.76,1.95,0.067,0.31,44.2,0.014,1.0,0.083,11.2,0.006,0.0003,0.023,0.001
8185,8185,614595,614515,627607.92,772765.43,18.8,1.585,0.04,55.7,0.166,6.88,0.111,15.4,0.031,0.0009,0.622,0.0005
8186,8186,614596,614516,633436.67,774829.95,11.65,1.32,0.05,52.3,0.093,3.18,0.055,11.65,0.012,0.0005,0.522,0.0005
8187,8187,614597,614517,634847.35,771154.74,14.85,1.815,0.02,75.5,0.101,6.55,0.071,15.55,0.025,0.001,0.54,0.0005
8188,8188,614598,614518,621029.09,722788.24,2.01,0.521,0.36,13.5,0.012,5.43,0.066,2.77,0.003,0.0001,0.036,0.0005
8189,8189,614599,614520,623124.65,726956.33,6.67,0.483,0.49,37.0,0.027,4.73,0.102,11.45,0.009,0.0002,0.125,0.0005
8190,8190,614600,614521,615031.38,719464.99,3.71,0.808,0.58,9.8,0.006,7.79,0.041,0.695,0.003,0.0001,0.011,0.0005
8191,8191,614601,614523,656609.52,753004.53,26.3,1.86,0.02,128.0,0.13,9.02,0.154,24.0,0.03,0.0013,0.906,0.0005
8192,8192,614602,614524,649135.1,746601.96,15.15,1.755,0.02,99.9,0.103,8.76,0.097,17.05,0.032,0.0005,0.826,0.0005
8193,8193,614603,614525,644941.16,770625.79,12.5,1.72,0.03,71.0,0.087,4.44,0.121,20.3,0.014,0.0012,0.676,0.0005
8194,8194,614604,614526,631025.02,745161.36,19.8,2.43,0.03,97.5,0.099,8.93,0.116,26.6,0.055,0.0008,0.98,0.0005
8195,8195,614605,614527,636966.85,764839.09,15.35,1.905,0.03,84.4,0.104,5.8,0.04,14.1,0.027,0.0006,0.615,0.0005
8196,8196,614606,614528,622852.82,748772.63,21.4,3.12,0.05,151.0,0.142,14.8,0.071,29.6,0.035,0.0013,1.125,0.0005
8197,8197,614607,614529,634868.31,766554.73,17.4,1.7,0.03,90.9,0.142,5.9,0.063,14.5,0.024,0.0011,0.524,0.0005
8198,8198,614608,614530,682954.19,794764.36,31.3,4.12,0.02,40.1,0.067,11.25,0.115,20.7,0.042,0.0009,2.5,0.001
8199,8199,614609,614531,606637.47,772774.55,21.4,2.58,0.02,103.5,0.067,10.75,0.089,28.5,0.022,0.0009,0.658,0.0005
8200,8200,614610,614532,639493.29,763008.47,25.2,2.1,0.16,108.5,0.142,13.95,0.104,14.75,0.02,0.0007,0.543,0.002
8201,8201,614612,614533,635201.23,765138.03,11.55,1.855,0.04,126.5,0.17,9.5,0.074,22.9,0.023,0.0007,0.709,0.0005
8202,8202,614613,614534,586777.54,718952.23,9.56,2.22,0.04,62.7,0.092,10.1,0.094,15.7,0.022,0.0005,0.719,0.0005
8203,8203,614614,614535,531617.59,744464.04,24.4,2.65,0.05,117.0,0.244,10.85,0.089,37.0,0.025,0.0006,1.51,0.0005
8204,8204,614615,614536,625005.34,746548.09,16.5,2.67,0.04,98.5,0.107,9.7,0.102,19.55,0.036,0.0006,1.235,0.0005
8205,8205,614616,614537,643373.5,771637.58,19.4,0.593,0.05,29.9,0.073,3.26,0.098,20.1,0.008,0.0006,0.537,0.0005
8206,8206,614617,614539,644484.24,768859.18,12.2,1.13,0.58,65.6,0.05,6.94,0.17,15.75,0.009,0.0004,0.188,0.002
8207,8207,614618,614540,628861.53,751588.99,15.6,2.78,0.04,99.7,0.102,11.75,0.084,19.95,0.046,0.0011,1.08,0.0005
8208,8208,614620,614541,575102.23,756896.13,34.1,1.645,0.03,91.4,0.36,32.8,0.216,137.0,0.012,0.0004,0.869,0.0005
8209,8209,614621,614542,521111.91,761241.52,9.8,1.995,0.03,70.9,0.113,6.8,0.07,26.1,0.015,0.0007,1.855,0.0005
8210,8210,614622,614543,626771.94,744940.43,12.1,2.68,0.05,141.0,0.102,11.6,0.106,29.5,0.033,0.0004,1.83,0.0005
8211,8211,614623,614544,618797.71,751234.12,12.3,1.83,0.03,83.4,0.083,7.06,0.044,17.35,0.022,0.0004,1.2,0.0005
8212,8212,614624,614545,660916.57,750486.05,12.35,0.99,0.05,55.8,0.091,5.45,0.095,13.5,0.017,0.0002,0.381,0.0005
8213,8213,614625,614547,664840.67,742930.67,7.33,1.12,0.03,57.4,0.106,5.76,0.091,13.6,0.014,0.0005,0.509,0.0005
8214,8214,614626,614548,639132.3,753117.6,30.4,2.46,0.03,128.0,0.215,10.45,0.138,15.05,0.051,0.0017,0.668,0.0005
8215,8215,614628,614549,628735.5,740896.3,12.55,2.13,0.05,102.5,0.096,7.61,0.044,18.6,0.031,0.0005,0.786,0.0005
8216,8216,614629,614550,640991.91,754879.21,91.5,1.455,0.03,163.0,0.176,7.95,0.083,20.8,0.019,0.0013,0.632,0.0005
8217,8217,614630,614551,631485.93,746924.98,15.8,2.36,0.03,101.0,0.077,8.21,0.073,18.85,0.044,0.0005,1.135,0.0005
8218,8218,614631,614552,624717.42,750801.18,13.75,2.34,0.02,83.5,0.087,7.7,0.044,22.3,0.018,0.0006,1.195,0.0005
8219,8219,614632,614553,630729.12,750918.12,24.1,2.53,0.03,148.0,0.12,10.2,0.06,25.0,0.054,0.0012,0.877,0.0005
8220,8220,614633,614554,626990.91,747226.94,14.5,2.55,0.04,163.0,0.095,11.8,0.072,28.1,0.037,0.0006,1.235,0.0005
8221,8221,614634,614555,596238.69,765344.2,29.1,1.785,0.05,59.3,0.095,9.46,0.099,21.8,0.012,0.0006,0.647,0.0005
8222,8222,614635,614557,629106.5,757196.78,24.5,1.76,0.15,68.9,0.11,14.35,0.141,22.0,0.024,0.001,0.538,0.0005
8223,8223,614636,614558,586986.74,773154.58,20.3,2.59,0.02,90.5,0.084,14.85,0.103,23.9,0.024,0.001,0.929,0.0005
8224,8224,614637,614559,600930.72,775026.1,16.3,1.135,0.04,59.6,0.1,6.0,0.059,35.4,0.01,0.0006,0.795,0.0005
8225,8225,614638,614560,632894.63,748635.6,12.35,2.29,0.02,91.3,0.072,7.76,0.056,18.35,0.031,0.0004,1.435,0.0005
8226,8226,614640,614561,631221.02,752996.67,17.05,2.49,0.02,105.0,0.098,8.51,0.051,20.2,0.056,0.0007,1.055,0.0005
8227,8227,614641,614562,646885.67,760647.93,15.25,1.045,0.01,75.6,0.097,5.56,0.067,14.7,0.012,0.0006,0.406,0.0005
8228,8228,614642,614563,635036.18,750903.1,27.7,2.59,0.03,142.0,0.158,10.25,0.094,20.6,0.043,0.0011,0.872,0.0005
8229,8229,614643,614565,632715.7,752928.68,19.55,2.38,0.03,123.5,0.133,9.05,0.063,23.3,0.054,0.0007,1.61,0.0005
8230,8230,614644,614566,636693.84,753536.53,18.95,2.21,0.03,85.5,0.138,7.96,0.07,15.75,0.036,0.0016,0.876,0.0005
8231,8231,614645,614567,625499.19,739090.7,15.9,2.5,0.02,120.5,0.104,10.35,0.059,33.4,0.026,0.0006,1.44,0.0005
8232,8232,614646,614568,620770.34,762309.72,23.7,2.35,0.03,138.5,0.138,10.5,0.11,33.5,0.049,0.0009,0.938,0.0005
8233,8233,614647,614569,646700.77,769200.09,31.7,1.55,0.02,113.5,0.088,7.57,0.124,33.0,0.026,0.0008,0.437,0.0005
8234,8234,614648,614570,625187.31,749342.49,17.85,2.8,0.03,113.0,0.084,10.15,0.063,26.1,0.03,0.0005,1.54,0.0005
8235,8235,614650,614571,640729.96,753093.6,15.85,1.07,0.04,69.4,0.157,5.1,0.142,14.6,0.019,0.0008,0.475,0.0005
8236,8236,614651,614572,625164.27,740853.32,39.3,1.8,0.43,101.0,0.076,17.7,0.186,13.1,0.019,0.0006,0.555,0.0005
8237,8237,614652,614573,643511.45,767410.49,20.5,1.23,0.07,110.5,0.218,5.09,0.093,15.85,0.022,0.0007,0.388,0.0005
8238,8238,614653,614574,600903.71,772675.6,1.36,0.03,0.29,25.6,0.009,0.6,0.034,5.12,0.0015,0.0004,0.017,0.0005
