OBJECTID_1,OBJECTID,ample_ID,ample_ID.1,Easting_ITM,Northing_ITM,Cu_mgkg_ICPar,Fe___ICPar,S___ICPar,Zn_mgkg_ICPar,Ag_mgkg_ICPar,As_mgkg_ICPar,Hg_mgkg_ICPar,Pb_mgkg_ICPar,Te_mgkg_ICPar,Au_mgkg_ICPar,Cs_mgkg_ICPar,Pd_mgkg_ICPar
2,2,580001,580001,636448.29,919025.99,32.9,4.77,0.03,66.7,0.068,7.03,0.071,15.95,0.12,0.0013,0.322,0.001
3,3,580002,580002,642931.19,948597.61,25.8,3.82,0.02,57.6,0.059,16.75,0.041,16.1,0.04,0.0017,0.351,0.003
4,4,580004,580004,632564.44,948546.72,6.81,1.77,0.1,25.7,0.079,5.15,0.112,17.8,0.09,0.0008,0.297,0.002
5,5,580005,580005,646281.44,947401.84,13.9,4.81,0.44,17.9,0.066,106.0,0.237,19.4,0.07,0.0005,0.175,0.003
6,6,580006,580006,662939.78,945411.12,23.2,3.83,0.03,58.2,0.103,6.05,0.072,27.1,0.27,0.0007,0.238,0.0005
7,7,580007,580007,644706.57,925373.56,56.3,1.75,0.19,44.0,0.293,6.04,0.099,23.5,0.07,0.0012,0.444,0.003
8,8,580008,580008,647224.02,924647.69,20.6,3.6,0.04,61.2,0.076,6.01,0.081,21.0,0.1,0.0008,0.501,0.001
9,9,580009,580009,647425.21,949378.4,27.7,1.765,0.07,69.0,0.038,5.94,0.034,19.0,0.04,0.0007,0.564,0.001
10,10,580010,580010,632979.29,942970.91,10.65,2.2,0.48,15.3,0.094,24.3,0.2,28.4,0.03,0.0006,0.17,0.0005
11,11,580011,580011,637543.36,948874.61,17.0,0.402,0.06,10.4,0.043,1.64,0.034,10.0,0.03,0.0007,0.345,0.0005
12,12,580013,580013,644895.84,956854.83,114.5,5.75,0.07,61.7,0.056,2.34,0.1,8.69,0.04,0.0019,1.17,0.011
13,13,580014,580014,649359.81,950918.06,21.3,2.31,0.02,45.3,0.092,3.55,0.044,11.0,0.03,0.0008,0.4,0.001
14,14,580015,580015,647210.28,951075.04,17.35,3.12,0.03,74.7,0.055,23.9,0.048,23.9,0.05,0.0005,0.815,0.001
15,15,580016,580016,665005.31,944514.3,1.46,0.148,0.35,15.6,0.008,0.6,0.069,6.17,0.01,0.0014,0.016,0.001
16,16,580017,580017,640685.7,951244.07,1.27,0.442,0.13,5.0,0.006,4.89,0.006,1.375,0.01,0.0004,0.075,0.0005
17,17,580018,580018,650416.58,951208.98,72.3,1.62,0.53,20.9,0.186,12.8,0.231,16.35,0.04,0.0008,0.326,0.005
18,18,580019,580019,652940.02,951087.99,13.9,2.41,0.03,32.4,0.092,4.1,0.083,9.85,0.08,0.0006,0.616,0.0005
19,19,580020,580020,642972.22,953202.63,2.06,0.457,0.06,8.7,0.014,3.45,0.009,1.815,0.01,0.0001,0.116,0.0005
20,20,580021,580021,666277.02,943199.57,4.76,0.291,0.28,23.9,0.136,1.9,0.154,23.2,0.05,0.0008,0.045,0.0005
21,21,580022,580022,641533.57,957126.8,8.24,1.17,0.03,21.5,0.044,11.95,0.085,10.2,0.18,0.0006,0.558,0.0005
22,22,580023,580023,662463.89,946600.87,47.3,4.69,0.04,92.7,0.077,4.39,0.073,12.75,0.36,0.0013,0.433,0.002
23,23,580025,580025,635603.75,946268.18,2.27,0.091,0.27,17.1,0.053,1.2,0.172,12.15,0.04,0.0014,0.041,0.0005
24,24,580026,580026,655157.48,944533.37,19.95,4.0,0.03,48.2,0.076,5.66,0.068,9.22,0.17,0.0008,0.42,0.002
25,25,580027,580027,638528.1,944274.58,6.22,3.83,0.06,54.5,0.102,19.75,0.132,38.3,0.06,0.0002,0.382,0.0005
26,26,580028,580028,652481.15,954593.24,5.22,2.67,0.1,25.1,0.081,3.28,0.101,13.35,0.03,0.0009,0.256,0.001
27,27,580029,580029,651063.47,954707.23,5.35,0.845,0.22,21.1,0.091,1.23,0.109,12.05,0.02,0.0006,0.201,0.0005
28,28,580030,580030,648450.99,949250.42,9.15,0.494,0.14,14.8,0.025,1.44,0.035,15.1,0.02,0.0001,0.426,0.001
29,29,580031,580031,635692.49,922936.16,15.65,2.12,0.1,44.2,0.052,7.66,0.023,10.75,0.01,0.0006,0.786,0.002
30,30,580032,580032,652714.03,946577.95,22.1,1.59,0.19,37.3,0.149,5.94,0.07,11.5,0.08,0.0375,0.317,0.001
31,31,580034,580034,642493.27,947018.95,26.5,5.54,0.03,79.2,0.039,24.9,0.072,17.05,0.06,0.0001,0.45,0.002
32,32,580035,580035,638942.79,923149.09,29.9,4.11,0.03,69.6,0.102,5.35,0.051,13.55,0.16,0.0005,0.353,0.001
33,33,580036,580036,639441.04,957745.69,3.21,0.625,0.09,14.3,0.032,1.35,0.074,10.6,0.02,0.0001,0.394,0.0005
34,34,580037,580037,640521.69,946740.03,5.79,1.125,0.06,31.7,0.075,2.49,0.058,12.1,0.03,0.0003,0.462,0.0005
35,35,580038,580038,645508.61,947465.83,22.2,1.04,0.33,33.7,0.041,5.22,0.097,17.6,0.05,0.0004,0.786,0.002
36,36,580039,580039,642904.25,954459.36,3.32,1.21,0.12,11.2,0.041,1.82,0.096,10.65,0.04,0.0001,0.477,0.0005
37,37,580040,580040,634858.65,921022.58,15.9,2.33,0.12,34.3,0.07,11.85,0.038,14.55,0.06,0.0008,0.819,0.001
38,38,580041,580041,646212.55,956920.8,4.37,0.075,0.29,49.3,0.05,2.34,0.164,38.7,0.04,0.0003,0.026,0.0005
39,39,580042,580042,642865.22,950301.25,62.3,5.16,0.03,79.2,0.048,4.17,0.089,18.15,0.03,0.0006,1.16,0.003
40,40,580044,580044,637243.16,922905.16,5.12,0.935,0.04,18.9,0.018,4.94,0.012,3.68,0.005,0.0001,0.328,0.001
41,41,580045,580045,643385.17,956728.87,15.8,1.54,0.06,18.7,0.088,6.32,0.105,21.7,0.06,0.0012,0.326,0.001
42,42,580046,580046,635267.81,944350.59,11.95,1.04,0.36,17.6,0.272,13.65,0.202,25.3,0.05,0.0014,0.227,0.0005
43,43,580047,580047,640904.73,958901.43,1.46,2.43,0.07,3.4,0.022,2.37,0.056,6.67,0.04,0.0001,0.291,0.0005
44,44,580048,580048,638776.81,920864.58,24.6,2.89,0.05,57.8,0.118,4.7,0.093,27.2,0.08,0.0013,0.289,0.002
45,45,580049,580049,640201.5,921156.5,19.35,3.05,0.03,55.1,0.09,3.79,0.052,21.6,0.1,0.0005,0.254,0.001
46,46,580050,580050,631576.36,921275.56,36.2,3.5,0.03,66.6,0.128,7.6,0.054,15.7,0.13,0.0004,0.42,0.001
47,47,580051,580051,651080.39,946656.95,42.9,4.02,0.05,94.2,0.1,10.8,0.067,19.9,0.13,0.0006,0.491,0.001
48,48,580052,580052,646948.35,953276.57,26.7,1.87,0.36,65.1,0.109,3.78,0.103,10.4,0.03,0.0005,0.333,0.005
49,49,580053,580053,638799.79,919796.81,26.2,2.2,0.08,46.5,0.133,4.11,0.1,18.5,0.08,0.0003,0.37,0.002
50,50,580054,580054,630781.76,943062.91,13.8,1.18,0.21,15.9,0.263,3.4,0.238,17.3,0.02,0.0001,0.128,0.0005
51,51,580055,580055,648246.1,956265.92,2.33,0.122,0.34,19.5,0.083,1.57,0.147,16.2,0.05,0.0004,0.033,0.0005
52,52,580056,580056,641596.55,955718.1,12.25,0.836,0.03,12.3,0.026,4.01,0.036,7.48,0.07,0.0003,0.432,0.001
53,53,580057,580057,639749.9,950973.14,1.6,0.424,0.1,5.7,0.006,4.19,0.002,1.635,0.01,0.0001,0.087,0.002
54,54,580058,580058,633171.28,946272.2,8.81,2.8,0.08,18.9,0.109,3.49,0.153,25.4,0.02,0.0011,0.455,0.001
55,55,580059,580059,632973.06,921064.59,36.5,3.77,0.06,55.4,0.137,31.7,0.094,19.1,0.13,0.0065,0.419,0.001
56,56,580061,580061,639109.02,949134.53,1.42,0.398,0.1,6.5,0.011,4.26,0.004,2.16,0.005,0.0001,0.077,0.002
57,57,580062,580062,645070.76,953091.63,15.2,1.85,0.04,46.1,0.066,6.55,0.061,13.1,0.02,0.0005,0.412,0.001
58,58,580063,580063,639044.14,959038.42,7.74,1.85,0.15,16.0,0.062,3.52,0.098,9.21,0.01,0.0002,0.405,0.001
59,59,580065,580065,640547.74,952238.86,5.39,0.454,0.08,11.0,0.022,3.35,0.024,6.32,0.01,0.0014,0.255,0.001
60,60,580066,580066,666231.05,944881.21,8.53,0.993,0.48,22.1,0.117,5.95,0.208,36.4,0.02,0.0024,0.013,0.001
61,61,580067,580067,650880.49,953311.53,1.96,0.266,0.08,10.4,0.03,0.54,0.058,14.1,0.005,0.0002,0.673,0.0005
62,62,580068,580068,634369.05,948711.67,17.0,1.005,0.49,15.1,0.055,13.5,0.148,16.55,0.25,0.0005,0.175,0.0005
63,63,580069,580069,632229.46,944352.62,5.49,0.105,0.35,12.4,0.135,1.36,0.143,14.6,0.04,0.0005,0.051,0.0005
64,64,580071,580071,630675.84,947747.91,4.97,0.229,0.07,9.4,0.052,0.58,0.066,17.1,0.02,0.0001,0.485,0.001
65,65,580072,580072,636593.55,947472.91,11.8,1.825,0.08,26.2,0.065,2.62,0.046,13.65,0.06,0.0005,0.609,0.0005
66,66,580074,580074,644911.82,954936.24,8.05,2.73,0.03,22.8,0.055,6.63,0.071,14.95,0.01,0.0003,0.27,0.0005
67,67,580075,580075,645071.74,950939.09,55.2,4.25,0.03,87.3,0.054,5.71,0.123,11.85,0.04,0.0006,0.548,0.001
68,68,580076,580076,648661.98,952921.63,26.5,1.695,0.83,33.9,0.055,3.41,0.238,11.2,0.03,0.0001,0.057,0.0005
69,69,580077,580077,652272.15,949209.4,36.7,1.755,0.15,40.7,0.067,14.2,0.173,14.45,0.04,0.0005,1.17,0.001
70,70,580078,580078,648615.93,947082.88,26.7,2.45,0.04,54.9,0.08,6.93,0.054,18.85,0.08,0.001,0.478,0.001
71,71,580080,580080,630939.78,948301.79,6.0,0.188,0.52,10.9,0.055,1.06,0.159,14.15,0.01,0.0003,0.068,0.0005
72,72,580081,580081,630972.74,944770.55,6.77,0.737,0.08,13.8,0.037,3.47,0.06,12.2,0.005,0.0004,0.381,0.0005
73,73,580082,580082,654617.64,949347.35,112.0,4.6,0.04,113.0,0.27,19.65,0.092,72.9,0.07,0.0003,0.359,0.0005
74,74,580083,580083,640893.64,949535.43,1.58,0.362,0.12,5.3,0.005,4.2,0.006,1.575,0.005,0.0002,0.063,0.002
75,75,580084,580084,651345.36,949346.37,29.7,2.25,0.03,51.7,0.113,9.24,0.054,19.4,0.04,0.0006,0.61,0.001
76,76,580086,580086,654550.63,946879.87,44.7,3.33,0.02,139.0,0.026,3.73,0.022,10.3,0.08,0.0006,0.376,0.001
77,77,580087,580087,642696.99,923329.02,37.0,3.58,0.03,73.9,0.05,6.98,0.045,27.3,0.06,0.0004,0.311,0.001
78,78,580088,580088,635634.46,918548.1,23.6,3.39,0.04,49.1,0.085,4.48,0.06,14.3,0.06,0.0004,0.342,0.001
79,79,580089,580089,656531.2,947334.76,25.0,2.37,0.06,34.9,0.121,3.79,0.07,9.78,0.1,0.0008,0.492,0.002
80,80,580090,580090,641400.26,923137.07,21.3,4.21,0.03,69.3,0.148,5.36,0.13,23.4,0.06,0.0007,0.342,0.0005
81,81,580091,580091,656909.1,945049.25,47.3,4.61,0.12,65.8,0.1,3.78,0.061,6.2,0.1,0.0005,0.449,0.005
82,82,580092,580092,639096.0,946759.04,5.91,1.575,0.1,49.6,0.059,0.72,0.116,10.1,0.01,0.0004,0.486,0.0005
83,83,580094,580094,634657.93,943631.75,7.98,4.1,0.34,15.9,0.159,10.7,0.203,33.3,0.05,0.0003,0.086,0.0005
84,84,580095,580095,646638.44,955259.15,2.64,0.49,0.25,6.8,0.082,1.76,0.145,12.3,0.01,0.0004,0.177,0.0005
85,85,580096,580096,644772.53,922865.1,25.1,3.48,0.03,51.9,0.098,5.83,0.075,21.2,0.05,0.0006,0.52,0.0005
86,86,580097,580097,652540.12,952478.69,20.2,1.935,0.02,33.6,0.06,3.14,0.061,11.05,0.02,0.0005,0.506,0.0005
87,87,580098,580098,649196.88,955095.17,14.55,3.54,0.03,75.6,0.034,2.01,0.052,9.72,0.02,0.0007,0.389,0.0005
88,88,580099,580099,637180.15,921009.56,8.84,3.03,0.06,33.4,0.163,4.83,0.061,13.65,0.2,0.0005,0.318,0.0005
89,89,580100,580100,656617.2,948904.42,21.8,5.07,0.05,58.8,0.042,3.67,0.041,11.45,0.2,0.0005,0.471,0.001
90,90,580101,580101,637771.12,930467.53,20.7,3.46,0.03,60.9,0.133,9.93,0.046,19.1,0.1,0.0002,0.226,0.0005
91,91,580102,580102,626973.24,910949.8,10.15,1.745,0.03,38.2,0.076,9.41,0.039,18.65,0.03,0.0002,0.181,0.0005
92,92,580103,580103,659072.64,946757.86,43.2,5.45,0.03,81.7,0.081,5.33,0.05,10.0,0.4,0.0014,0.552,0.003
93,93,580104,580104,658905.62,940467.21,78.7,3.3,0.05,49.3,0.194,8.82,0.088,24.3,0.18,0.0004,0.18,0.001
94,94,580105,580105,635286.71,935323.52,25.1,1.245,0.07,30.6,0.064,2.44,0.038,9.71,0.06,0.0005,0.212,0.001
95,95,580106,580106,662780.79,943027.63,4.27,1.825,0.12,30.4,0.044,1.51,0.048,9.44,0.08,0.0001,0.109,0.0005
96,96,580107,580107,648750.84,940733.24,1.78,0.359,0.08,10.9,0.035,0.64,0.028,7.18,0.02,0.0011,0.383,0.0005
97,97,580108,580108,644984.7,944446.48,2.69,0.07,0.3,22.6,0.058,1.13,0.115,11.35,0.005,0.0009,0.02,0.0005
98,98,580110,580110,648780.88,945488.22,42.5,3.79,0.04,90.4,0.158,12.35,0.056,27.2,0.12,0.0007,0.579,0.0005
99,99,580111,580111,642518.25,945526.27,9.5,2.68,0.06,36.1,0.105,4.77,0.038,15.05,0.05,0.0003,0.46,0.0005
100,100,580112,580112,652948.95,942691.78,8.68,1.675,0.15,22.2,0.086,3.2,0.077,9.84,0.15,0.0002,0.466,0.001
101,101,580113,580113,657621.92,942240.84,6.15,1.04,0.09,28.2,0.047,1.28,0.036,9.98,0.05,0.0003,0.146,0.0005
102,102,580114,580114,636799.3,927157.25,6.11,1.16,0.21,23.9,0.065,1.58,0.081,17.9,0.06,0.0002,0.147,0.005
103,103,580115,580115,661112.17,944470.34,3.34,0.137,0.32,38.2,0.082,1.82,0.089,19.9,0.04,0.0002,0.063,0.001
104,104,580117,580117,638206.88,915671.69,41.3,4.07,0.03,62.1,0.068,5.92,0.053,12.0,0.16,0.0004,0.272,0.0005
105,105,580119,580119,638986.99,943231.8,3.45,0.375,0.06,14.8,0.067,0.72,0.032,6.5,0.01,0.0004,0.205,0.002
106,106,580120,580120,660988.19,943041.64,3.48,0.186,0.35,45.2,0.039,2.19,0.12,30.0,0.22,0.0009,0.02,0.001
107,107,580121,580121,630553.62,924503.88,34.2,2.98,0.03,85.9,0.343,12.1,0.072,20.7,0.24,0.0007,0.186,0.0005
108,108,580123,580123,633666.0,929418.8,3.36,0.697,0.07,13.3,0.015,8.82,0.013,3.96,0.04,0.0002,0.107,0.0005
109,109,580124,580124,634603.66,916750.5,26.6,4.36,0.04,86.8,0.114,4.1,0.061,14.1,0.31,0.0011,0.38,0.0005
110,110,580125,580125,636748.29,925236.66,18.1,2.63,0.04,47.4,0.07,5.06,0.049,14.5,0.07,0.0003,0.324,0.0005
111,111,580127,580127,631239.39,917285.41,18.4,2.42,0.02,45.8,0.051,7.32,0.034,12.15,0.06,0.0004,0.291,0.0005
112,112,580128,580128,631667.4,926355.47,30.7,3.44,0.03,64.9,0.191,12.35,0.074,22.3,0.29,0.0006,0.277,0.0005
113,113,580129,580129,648799.85,942416.88,12.8,1.985,0.03,42.0,0.02,1.55,0.021,7.18,0.06,0.0005,0.304,0.001
114,114,580130,580130,646889.12,926918.21,28.0,3.96,0.02,69.5,0.073,8.91,0.04,12.8,0.19,0.0013,0.333,0.001
115,115,580131,580131,629242.8,915336.85,37.2,3.71,0.02,67.0,0.073,6.29,0.034,9.97,0.11,0.0006,0.304,0.001
116,116,580132,580132,633348.11,933648.9,3.4,2.19,0.02,18.2,0.062,2.73,0.027,15.8,0.05,0.0003,0.179,0.0005
117,117,580133,580133,636635.21,915022.85,78.7,5.06,0.03,85.1,0.092,7.66,0.063,17.5,0.25,0.0025,0.362,0.002
118,118,580134,580134,640782.6,943175.79,6.9,1.235,0.59,66.2,0.038,16.85,0.122,21.4,0.06,0.0004,0.08,0.004
119,119,580135,580135,635635.55,926918.31,13.3,3.49,0.04,72.1,0.079,6.34,0.045,15.65,0.06,0.0005,0.46,0.0005
120,120,580136,580136,638847.99,940843.31,9.4,0.497,0.23,13.7,0.057,2.36,0.067,10.6,0.04,0.0015,0.202,0.0005
121,121,580138,580138,632945.09,922991.18,33.7,4.13,0.03,89.3,0.109,10.75,0.055,22.6,0.19,0.0011,0.309,0.0005
122,122,580139,580139,638793.99,939149.67,75.5,4.4,0.04,63.4,0.102,10.15,0.065,20.8,0.09,0.0021,0.503,0.004
123,123,580140,580140,653470.86,945366.21,46.9,3.87,0.03,70.8,0.231,17.55,0.088,22.9,0.22,0.0016,0.55,0.001
124,124,580141,580141,632674.16,924279.9,31.1,2.94,0.03,72.6,0.116,11.3,0.054,36.2,0.06,0.0021,0.249,0.0005
125,125,580142,580142,633083.18,934873.64,26.5,1.45,0.17,27.2,0.319,10.45,0.137,23.4,0.06,0.001,0.391,0.0005
126,126,580143,580143,637323.27,935244.52,3.08,0.117,0.41,32.3,0.027,0.45,0.07,7.6,0.06,0.0006,0.026,0.0005
127,127,580144,580144,658303.79,944270.4,18.2,3.41,0.13,55.0,0.055,2.55,0.075,6.53,0.11,0.001,0.472,0.0005
128,128,580145,580145,663224.68,940787.11,26.1,6.29,0.05,55.8,0.073,5.91,0.078,8.59,0.23,0.001,0.426,0.0005
129,129,580146,580146,646468.39,945629.21,32.9,3.44,0.04,132.5,0.3,9.87,0.062,77.3,0.19,0.0005,0.613,0.003
130,130,580148,580148,635162.72,933784.85,22.5,3.41,0.04,45.8,0.082,15.25,0.06,17.0,0.12,0.001,0.305,0.001
131,131,580150,580150,654910.5,940981.13,5.52,1.055,0.15,16.0,0.078,7.81,0.094,11.35,0.22,0.0001,0.279,0.001
132,132,580151,580151,628865.9,916672.56,27.9,3.16,0.02,54.7,0.126,7.95,0.042,15.15,0.13,0.0005,0.291,0.0005
133,133,580153,580153,625429.58,911385.72,11.8,1.835,0.02,30.7,0.042,8.47,0.03,15.5,0.02,0.0006,0.205,0.0005
134,134,580154,580154,631785.47,935791.45,28.5,3.23,0.05,53.1,0.095,11.8,0.044,20.5,0.07,0.0013,0.617,0.003
135,135,580155,580155,625544.6,915330.88,33.9,3.03,0.02,72.9,0.094,16.75,0.041,20.3,0.09,0.0014,0.228,0.0005
136,136,580156,580156,658701.69,943562.55,29.7,5.17,0.03,87.1,0.083,3.98,0.068,11.0,0.49,0.0017,0.364,0.0005
137,137,580157,580157,636786.41,937349.07,77.7,3.28,0.35,48.3,0.238,35.7,0.202,24.9,0.1,0.0006,0.565,0.0005
138,138,580158,580158,637192.37,942688.93,14.05,4.92,0.28,42.8,0.129,34.9,0.184,17.6,0.13,0.0006,0.333,0.002
139,139,580159,580159,627179.21,912392.49,21.0,2.4,0.03,34.8,0.035,33.8,0.038,18.45,0.07,0.0005,0.129,0.0005
140,140,580160,580160,652959.93,941063.13,16.95,0.592,0.23,14.5,0.625,1.56,0.08,6.65,0.17,0.0005,0.375,0.0005
141,141,580161,580161,668244.59,943634.46,5.34,2.06,0.03,29.2,0.063,2.94,0.04,8.71,0.12,0.0003,0.263,0.0005
142,142,580162,580162,629370.81,919092.04,9.87,1.465,0.02,22.8,0.097,3.64,0.033,11.6,0.1,0.0004,0.367,0.0005
143,143,580163,580163,624537.78,912381.52,17.6,2.63,0.02,45.9,0.051,12.3,0.033,18.95,0.05,0.0006,0.285,0.0005
144,144,580164,580164,628270.99,913488.25,8.59,1.1,0.02,18.3,0.034,24.8,0.035,11.25,0.02,0.0001,0.154,0.002
145,145,580165,580165,636769.21,917425.33,53.2,5.58,0.02,73.2,0.043,6.31,0.031,8.87,0.15,0.0007,0.393,0.004
146,146,580166,580166,656218.21,940520.22,5.59,1.04,0.07,27.0,0.099,1.15,0.044,7.77,0.07,0.0001,0.155,0.003
147,147,580167,580167,636981.38,938891.74,2.63,0.485,0.13,14.0,0.091,2.72,0.051,8.4,0.03,0.0001,0.175,0.0005
148,148,580168,580168,637642.13,928309.0,24.8,0.387,0.34,13.5,0.07,2.33,0.128,19.05,0.04,0.001,0.053,0.0005
149,149,580169,580169,635000.66,924752.78,22.9,6.04,0.05,71.3,0.086,14.4,0.053,19.5,0.24,0.0005,0.309,0.002
150,150,580170,580170,638281.87,916367.54,12.95,4.21,0.04,53.6,0.103,6.54,0.048,15.15,0.28,0.0001,0.244,0.005
151,151,580172,580172,633092.01,919055.02,23.8,3.88,0.03,46.7,0.149,4.67,0.056,14.8,0.22,0.0005,0.334,0.003
152,152,580173,580173,626608.37,915357.87,29.7,2.49,0.02,52.3,0.067,4.19,0.033,14.1,0.06,0.0003,0.21,0.0005
153,153,580174,580174,665212.26,943578.49,4.68,4.48,0.21,19.0,0.121,27.7,0.078,22.4,0.15,0.0002,0.161,0.004
154,154,580175,580175,630932.53,923726.04,40.0,3.76,0.04,96.5,0.117,14.1,0.055,61.2,0.14,0.0006,0.103,0.0005
155,155,580176,580176,634996.56,915201.82,42.3,5.63,0.06,81.7,0.28,29.6,0.097,17.35,0.22,0.0006,0.308,0.004
156,156,580177,580177,650595.48,944911.33,56.4,4.69,0.02,85.5,0.038,10.0,0.035,10.4,0.28,0.0011,0.473,0.0005
157,157,580178,580178,661263.16,946691.86,179.5,4.41,0.15,71.5,0.412,8.74,0.317,18.4,0.69,0.0063,0.488,0.024
158,158,580179,580179,640834.61,945051.39,2.66,0.12,0.58,12.5,0.016,1.38,0.065,20.2,0.1,0.0006,0.008,0.001
159,159,580180,580180,648353.8,926784.23,25.0,2.62,0.02,58.8,0.04,3.53,0.037,16.85,0.04,0.0008,0.721,0.0005
160,160,580181,580181,661087.14,940348.22,22.1,3.26,0.06,48.1,0.086,6.39,0.065,10.7,0.16,0.0006,0.309,0.0005
161,161,580182,580182,628436.93,911314.71,13.9,1.745,0.15,44.2,0.16,10.65,0.07,15.15,0.02,0.0012,0.158,0.004
162,162,580183,580183,635527.61,930952.45,25.8,3.76,0.03,68.3,0.153,7.14,0.048,17.35,0.16,0.0001,0.356,0.0005
163,163,580184,580184,643022.12,943585.68,34.2,0.269,0.12,8.1,0.08,1.85,0.041,8.77,0.1,0.0004,0.325,0.0005
164,164,580185,580185,666779.9,941726.88,24.2,2.93,0.06,37.5,0.056,5.6,0.067,11.05,0.09,0.0006,0.501,0.0005
165,165,580186,580186,632550.11,916913.48,21.2,2.33,0.05,53.3,0.061,4.46,0.042,15.05,0.05,0.0001,0.287,0.003
166,166,580188,580188,650569.46,942437.86,2.51,0.445,0.14,14.5,0.09,2.59,0.062,11.75,0.03,0.0005,0.166,0.0005
167,167,580189,580189,627092.27,916299.66,33.7,2.76,0.04,70.5,0.121,7.9,0.053,15.25,0.06,0.0004,0.268,0.003
168,168,580190,580190,634902.73,929498.77,14.25,4.28,0.03,50.8,0.251,12.0,0.066,20.4,0.24,0.0001,0.261,0.001
169,169,580192,580192,633137.09,927220.27,1.77,0.558,0.12,8.3,0.01,8.73,0.002,2.44,0.06,0.0001,0.14,0.0005
170,170,580193,580193,651119.34,941626.03,3.11,0.113,0.51,40.7,0.019,2.56,0.091,27.8,0.12,0.001,0.068,0.0005
171,171,580194,580194,631340.39,919102.02,7.0,1.535,0.09,22.2,0.022,26.2,0.026,6.12,0.08,0.0004,0.238,0.0005
172,172,580195,580195,638834.96,937217.08,19.8,1.27,0.12,31.9,0.027,3.0,0.044,9.27,0.06,0.0001,0.161,0.0005
173,173,580196,580196,637014.44,945164.4,55.6,2.8,0.07,77.7,0.078,7.15,0.108,11.45,0.07,0.0009,0.581,0.0005
174,174,580197,580197,665033.28,941315.98,31.4,4.35,0.03,61.3,0.095,5.99,0.056,13.6,0.38,0.0005,0.346,0.0005
175,175,580198,580198,654923.52,942996.7,35.5,4.86,0.03,71.4,0.072,5.23,0.052,10.4,0.3,0.0009,0.374,0.001
176,176,580199,580199,637491.21,933246.94,2.76,0.226,0.41,27.4,0.014,0.94,0.068,5.92,0.005,0.0003,0.0025,0.001
177,177,580200,580200,636872.42,940672.36,3.43,5.34,0.05,35.7,0.07,4.68,0.072,12.9,0.01,0.0004,0.377,0.001
178,178,580201,580201,652971.87,935270.37,33.0,3.24,0.06,75.8,0.05,3.79,0.063,10.5,0.08,0.0014,0.344,0.0005
179,179,580203,580203,646365.36,940663.28,49.0,2.6,0.26,106.5,0.36,26.3,0.239,36.3,0.03,0.0008,0.372,0.003
180,180,580204,580204,637105.09,912775.32,27.3,4.63,0.02,81.2,0.115,6.34,0.051,16.1,0.2,0.0005,0.296,0.0005
181,181,580205,580205,647380.1,936598.14,2.55,0.157,0.23,11.3,0.074,1.37,0.072,15.35,0.02,0.0008,0.269,0.0005
182,182,580206,580206,660255.31,938708.58,29.5,3.88,0.02,67.8,0.1,9.59,0.091,18.1,0.12,0.0009,0.333,0.002
183,183,580209,580208,643000.94,925352.58,69.5,3.73,0.14,71.7,0.137,3.98,0.087,31.0,0.1,0.0015,0.457,0.006
184,184,580210,580209,630561.52,915022.9,37.2,4.35,0.02,96.2,0.072,10.25,0.037,18.8,0.04,0.0008,0.249,0.001
185,185,580211,580210,624614.09,942331.13,36.4,1.16,0.05,28.8,0.052,3.52,0.057,11.2,0.03,0.0003,0.528,0.003
186,186,580212,580211,651078.32,938857.62,3.56,0.166,0.37,22.8,0.028,1.56,0.071,24.9,0.03,0.0004,0.018,0.0005
187,187,580214,580212,624444.11,941066.4,48.7,4.87,0.07,99.1,0.119,1.55,0.063,10.8,0.04,0.001,1.03,0.007
188,188,580215,580214,630981.7,940982.35,19.9,1.13,0.14,14.6,0.161,3.34,0.09,12.85,0.02,0.0008,0.404,0.002
189,189,580216,580215,647384.06,932761.96,5.49,0.204,0.31,34.9,0.215,1.33,0.119,26.6,0.03,0.0007,0.06,0.0005
190,190,580217,580216,651181.24,933045.86,12.7,2.37,0.03,39.0,0.039,2.6,0.049,6.67,0.05,0.0004,0.561,0.001
191,191,580218,580217,642852.13,941308.17,2.67,0.088,0.37,28.7,0.026,1.24,0.083,18.6,0.02,0.0007,0.0025,0.0005
192,192,580219,580218,646984.25,942611.85,10.35,2.96,0.05,23.6,0.167,5.54,0.053,15.1,0.04,0.0003,0.476,0.001
193,193,580220,580219,631316.21,900776.94,26.1,3.79,0.04,90.4,0.139,12.0,0.067,37.2,0.05,0.0014,0.394,0.001
194,194,580221,580220,650495.41,934817.49,33.8,2.63,0.07,58.0,0.269,3.89,0.092,12.6,0.25,0.0009,0.625,0.001
195,195,580222,580221,641230.32,925205.63,33.5,3.46,0.04,59.0,0.086,4.09,0.047,14.9,0.09,0.0006,0.386,0.003
196,196,580224,580222,632976.99,914547.98,23.2,3.46,0.03,53.4,0.117,5.86,0.057,17.25,0.03,0.0014,0.237,0.001
197,197,580225,580224,639664.73,932520.08,18.35,1.4,0.09,23.5,0.093,1.33,0.059,11.45,0.02,0.0003,0.442,0.002
198,198,580226,580225,638751.87,926683.33,27.0,4.54,0.04,58.4,0.101,12.6,0.055,17.45,0.03,0.0002,0.32,0.002
199,199,580227,580226,658952.6,938816.56,26.9,3.02,0.06,45.0,0.149,7.46,0.072,13.55,0.18,0.0008,0.383,0.002
